Date,Total Coronavirus Deaths
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,1
2020-03-07,1
2020-03-08,3
2020-03-09,4
2020-03-10,4
2020-03-11,5
2020-03-12,5
2020-03-13,10
2020-03-14,12
2020-03-15,20
2020-03-16,24
2020-03-17,43
2020-03-18,58
2020-03-19,76
2020-03-20,106
2020-03-21,136
2020-03-22,179
2020-03-23,213
2020-03-24,276
2020-03-25,356
2020-03-26,434
2020-03-27,546
2020-03-28,639
2020-03-29,771
2020-03-30,864
2020-03-31,1039
2020-04-01,1173
2020-04-02,1339
2020-04-03,1487
2020-04-04,1651
2020-04-05,1766
2020-04-06,1867
2020-04-07,2101
2020-04-08,2248
2020-04-09,2396
2020-04-10,2511
2020-04-11,2643
2020-04-12,2737
2020-04-13,2823
2020-04-14,2945
2020-04-15,3134
2020-04-16,3315
2020-04-17,3459
2020-04-18,3601
2020-04-19,3684
2020-04-20,3751
2020-04-21,3916
2020-04-22,4054
2020-04-23,4177
2020-04-24,4289
2020-04-25,4409
2020-04-26,4475
2020-04-27,4518
2020-04-28,4566
2020-04-29,4711
2020-04-30,4795
2020-05-01,4893
2020-05-02,4987
2020-05-03,5056
2020-05-04,5082
2020-05-05,5168
2020-05-06,5204
2020-05-07,5288
2020-05-08,5359
2020-05-09,5422
