Date,Total Coronavirus Deaths
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,0
2020-03-15,0
2020-03-16,0
2020-03-17,0
2020-03-18,0
2020-03-19,0
2020-03-20,0
2020-03-21,0
2020-03-22,0
2020-03-23,0
2020-03-24,1
2020-03-25,2
2020-03-26,3
2020-03-27,3
2020-03-28,4
2020-03-29,8
2020-03-30,8
2020-03-31,10
2020-04-01,16
2020-04-02,21
2020-04-03,25
2020-04-04,29
2020-04-05,34
2020-04-06,38
2020-04-07,41
2020-04-08,41
2020-04-09,44
2020-04-10,47
2020-04-11,52
2020-04-12,59
2020-04-13,65
2020-04-14,73
2020-04-15,79
2020-04-16,83
2020-04-17,87
2020-04-18,92
2020-04-19,97
2020-04-20,103
2020-04-21,109
2020-04-22,114
2020-04-23,121
2020-04-24,127
2020-04-25,136
2020-04-26,139
