Date,Total Coronavirus Currently Infected
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,1
2020-02-27,1
2020-02-28,2
2020-02-29,3
2020-03-01,3
2020-03-02,3
2020-03-03,3
2020-03-04,3
2020-03-05,9
2020-03-06,9
2020-03-07,13
2020-03-08,13
2020-03-09,15
2020-03-10,23
2020-03-11,24
2020-03-12,25
2020-03-13,25
2020-03-14,30
2020-03-15,32
2020-03-16,32
2020-03-17,33
2020-03-18,37
2020-03-19,39
2020-03-20,43
2020-03-21,48
2020-03-22,53
2020-03-23,53
2020-03-24,61
2020-03-25,65
2020-03-26,68
2020-03-27,69
2020-03-28,76
2020-03-29,73
2020-03-30,83
2020-03-31,89
2020-04-01,94
2020-04-02,108
2020-04-03,127
2020-04-04,125
2020-04-05,136
2020-04-06,147
2020-04-07,147
2020-04-08,158
2020-04-09,164
2020-04-10,177
2020-04-11,179
2020-04-12,187
2020-04-13,201
2020-04-14,228
2020-04-15,232
2020-04-16,269
2020-04-17,288
2020-04-18,298
2020-04-19,297
2020-04-20,303
2020-04-21,307
2020-04-22,304
2020-04-23,309
2020-04-24,307
2020-04-25,312
2020-04-26,331
2020-04-27,335
2020-04-28,337
2020-04-29,333
2020-04-30,349
2020-05-01,352
2020-05-02,367
2020-05-03,359
2020-05-04,361
2020-05-05,355
2020-05-06,332
2020-05-07,331
2020-05-08,325
2020-05-09,319
