Date,Percent (%)
2020-02-15,0.0
2020-02-16,0.0
2020-02-17,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-22,0.0
2020-02-23,0.0
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,0.0
2020-02-29,0.0
2020-03-01,0.0
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,0.0
2020-03-07,0.0
2020-03-08,0.0
2020-03-09,0.0
2020-03-10,0.0
2020-03-11,0.0
2020-03-12,100.0
2020-03-13,100.0
2020-03-14,18.75
2020-03-15,18.75
2020-03-16,23.53
2020-03-17,27.78
2020-03-18,27.78
2020-03-19,27.78
2020-03-20,27.78
2020-03-21,27.78
2020-03-22,35.0
2020-03-23,38.1
2020-03-24,90.91
2020-03-25,66.67
2020-03-26,69.57
2020-03-27,69.57
2020-03-28,72.0
2020-03-29,75.86
2020-03-30,81.58
2020-03-31,82.5
2020-04-01,43.43
2020-04-02,50.44
2020-04-03,55.91
2020-04-04,40.51
2020-04-05,41.23
2020-04-06,39.78
2020-04-07,40.31
2020-04-08,41.73
2020-04-09,37.99
2020-04-10,36.27
2020-04-11,35.68
2020-04-12,34.58
2020-04-13,33.47
2020-04-14,29.85
2020-04-15,29.98
2020-04-16,28.86
2020-04-17,27.71
2020-04-18,26.13
2020-04-19,25.71
2020-04-20,25.12
2020-04-21,23.62
2020-04-22,21.97
2020-04-23,20.69
2020-04-24,20.26
2020-04-25,19.77
2020-04-26,19.11
2020-04-27,18.56
2020-04-28,18.33
2020-04-29,17.1
2020-04-30,16.6
2020-05-01,15.72
2020-05-02,15.0
2020-05-03,14.67
2020-05-04,14.56
2020-05-05,14.33
2020-05-06,13.6
2020-05-07,13.44
2020-05-08,13.02
2020-05-09,12.62
2020-05-10,12.31
2020-05-11,12.24
2020-05-12,12.04
2020-05-13,11.84
