Date,Percent (%)
2020-02-02,43.18
2020-02-03,40.21
2020-02-04,35.46
2020-02-05,32.81
2020-02-06,29.23
2020-02-07,26.05
2020-02-08,23.44
2020-02-09,21.68
2020-02-10,20.27
2020-02-11,18.99
2020-02-12,17.56
2020-02-13,17.03
2020-02-14,15.83
2020-02-15,15.02
2020-02-16,14.03
2020-02-17,12.95
2020-02-18,12.23
2020-02-19,11.59
2020-02-20,10.88
2020-02-21,10.19
2020-02-22,9.83
2020-02-23,9.49
2020-02-24,8.91
2020-02-25,8.36
2020-02-26,7.79
2020-02-27,7.17
2020-02-28,6.78
2020-02-29,6.42
2020-03-01,6.14
2020-03-02,5.87
2020-03-03,5.64
2020-03-04,5.47
2020-03-05,5.36
2020-03-06,5.25
2020-03-07,5.15
2020-03-08,5.05
2020-03-09,4.98
2020-03-10,4.89
2020-03-11,4.8
2020-03-12,4.72
2020-03-13,4.64
2020-03-14,4.56
2020-03-15,4.53
2020-03-16,4.49
2020-03-17,4.44
2020-03-18,4.41
2020-03-19,4.37
2020-03-20,4.34
2020-03-21,4.31
2020-03-22,4.3
2020-03-23,4.29
2020-03-24,4.26
2020-03-25,4.25
2020-03-26,4.23
2020-03-27,4.21
2020-03-28,4.19
2020-03-29,4.19
2020-03-30,4.16
2020-03-31,4.16
2020-04-01,4.16
2020-04-02,4.16
2020-04-03,4.15
2020-04-04,4.15
2020-04-05,4.14
2020-04-06,4.14
2020-04-07,4.13
2020-04-08,4.13
2020-04-09,4.13
2020-04-10,4.13
2020-04-11,4.13
2020-04-12,4.12
2020-04-13,4.12
2020-04-14,4.12
2020-04-15,4.11
2020-04-16,4.11
2020-04-17,5.61
2020-04-18,5.67
2020-04-19,5.67
2020-04-20,5.67
2020-04-21,5.67
2020-04-22,5.66
2020-04-23,5.66
2020-04-24,5.66
2020-04-25,5.65
2020-04-26,5.65
