Date,Novel Coronavirus Daily Cases
2020-02-15,
2020-02-16,
2020-02-17,
2020-02-18,
2020-02-19,
2020-02-20,
2020-02-21,
2020-02-22,
2020-02-23,
2020-02-24,
2020-02-25,
2020-02-26,
2020-02-27,
2020-02-28,
2020-02-29,
2020-03-01,
2020-03-02,
2020-03-03,
2020-03-04,
2020-03-05,
2020-03-06,
2020-03-07,
2020-03-08,
2020-03-09,
2020-03-10,
2020-03-11,
2020-03-12,
2020-03-13,
2020-03-14,
2020-03-15,
2020-03-16,
2020-03-17,
2020-03-18,
2020-03-19,
2020-03-20,
2020-03-21,
2020-03-22,
2020-03-23,
2020-03-24,1.0
2020-03-25,0.0
2020-03-26,2.0
2020-03-27,3.0
2020-03-28,0.0
2020-03-29,2.0
2020-03-30,4.0
2020-03-31,1.0
2020-04-01,1.0
2020-04-02,4.0
2020-04-03,0.0
2020-04-04,1.0
2020-04-05,0.0
2020-04-06,1.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,1.0
2020-04-10,4.0
2020-04-11,11.0
2020-04-12,3.0
2020-04-13,21.0
2020-04-14,1.0
2020-04-15,11.0
2020-04-16,11.0
2020-04-17,3.0
2020-04-18,10.0
2020-04-19,13.0
2020-04-20,8.0
2020-04-21,2.0
2020-04-22,2.0
2020-04-23,9.0
2020-04-24,12.0
2020-04-25,0.0
2020-04-26,2.0
