Date,Total Coronavirus Deaths
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,1
2020-03-15,1
2020-03-16,1
2020-03-17,1
2020-03-18,1
2020-03-19,1
2020-03-20,1
2020-03-21,1
2020-03-22,2
2020-03-23,3
2020-03-24,4
2020-03-25,5
2020-03-26,6
2020-03-27,9
2020-03-28,9
2020-03-29,11
2020-03-30,11
2020-03-31,15
2020-04-01,15
2020-04-02,17
2020-04-03,20
2020-04-04,22
2020-04-05,28
2020-04-06,30
2020-04-07,36
2020-04-08,40
2020-04-09,43
2020-04-10,45
2020-04-11,50
2020-04-12,53
2020-04-13,55
2020-04-14,56
2020-04-15,61
2020-04-16,61
2020-04-17,66
2020-04-18,70
2020-04-19,74
2020-04-20,77
2020-04-21,77
2020-04-22,79
2020-04-23,79
2020-04-24,80
2020-04-25,81
2020-04-26,82
2020-04-27,83
2020-04-28,86
2020-04-29,89
2020-04-30,91
2020-05-01,92
2020-05-02,94
2020-05-03,96
2020-05-04,97
2020-05-05,98
2020-05-06,99
2020-05-07,99
2020-05-08,100
2020-05-09,101
