Date,Percent (%)
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,nan
2020-02-27,nan
2020-02-28,nan
2020-02-29,nan
2020-03-01,nan
2020-03-02,nan
2020-03-03,nan
2020-03-04,nan
2020-03-05,nan
2020-03-06,nan
2020-03-07,nan
2020-03-08,nan
2020-03-09,nan
2020-03-10,nan
2020-03-11,nan
2020-03-12,nan
2020-03-13,0
2020-03-14,0
2020-03-15,0
2020-03-16,0
2020-03-17,33.33
2020-03-18,66.67
2020-03-19,77.78
2020-03-20,84.62
2020-03-21,90
2020-03-22,92.59
2020-03-23,94.44
2020-03-24,95.83
2020-03-25,96.72
2020-03-26,92.77
2020-03-27,93.88
2020-03-28,95
2020-03-29,95.77
2020-03-30,57.6
2020-03-31,61.28
2020-04-01,65.58
2020-04-02,71.84
2020-04-03,74.08
2020-04-04,77.8
2020-04-05,79.28
2020-04-06,81.62
2020-04-07,84.38
2020-04-08,86.59
2020-04-09,84.65
2020-04-10,86.06
2020-04-11,86.82
2020-04-12,87.61
2020-04-13,88.47
2020-04-14,9.85
2020-04-15,11.13
2020-04-16,12.19
2020-04-17,13.24
2020-04-18,14.41
2020-04-19,10.01
2020-04-20,10.47
2020-04-21,10.13
2020-04-22,10.3
2020-04-23,11.09
2020-04-24,11.72
2020-04-25,12.18
2020-04-26,12.41
2020-04-27,12.73
2020-04-28,13.46
2020-04-29,13.9
2020-04-30,14.11
2020-05-01,14.42
2020-05-02,14.15
2020-05-03,14.05
2020-05-04,13.81
2020-05-05,14.11
2020-05-06,14.32
2020-05-07,14.24
2020-05-08,14.42
2020-05-09,14.73
