Date,New Daily Coronavirus Cases+Cured
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,1
2020-03-04,0
2020-03-05,-1
2020-03-06,1
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,-1
2020-03-12,0
2020-03-13,0
2020-03-14,0
2020-03-15,0
2020-03-16,0
2020-03-17,5
2020-03-18,0
2020-03-19,0
2020-03-20,0
2020-03-21,0
2020-03-22,0
2020-03-23,46
2020-03-24,0
2020-03-25,5
2020-03-26,26
2020-03-27,15
2020-03-28,17
2020-03-29,21
2020-03-30,22
2020-03-31,41
2020-04-01,38
2020-04-02,48
2020-04-03,25
2020-04-04,87
2020-04-05,32
2020-04-06,32
2020-04-07,99
2020-04-08,74
2020-04-09,55
2020-04-10,63
2020-04-11,90
2020-04-12,48
2020-04-13,44
2020-04-14,56
2020-04-15,88
2020-04-16,67
2020-04-17,80
2020-04-18,67
2020-04-19,0
2020-04-20,71
2020-04-21,55
2020-04-22,45
2020-04-23,47
2020-04-24,33
2020-04-25,28
2020-04-26,38
