Date,Percent (%)
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,nan
2020-03-11,100
2020-03-12,100
2020-03-13,100
2020-03-14,100
2020-03-15,100
2020-03-16,100
2020-03-17,100
2020-03-18,100
2020-03-19,50
2020-03-20,50
2020-03-21,75
2020-03-22,75
2020-03-23,85.71
2020-03-24,85.71
2020-03-25,80
2020-03-26,81.82
2020-03-27,87.5
2020-03-28,80.95
2020-03-29,85.71
2020-03-30,75
2020-03-31,76.92
2020-04-01,78.05
2020-04-02,80.43
2020-04-03,80.39
2020-04-04,77.97
2020-04-05,77.97
2020-04-06,79.71
2020-04-07,79.71
2020-04-08,79.75
2020-04-09,80.49
2020-04-10,81.32
2020-04-11,77.45
2020-04-12,75
2020-04-13,60.65
2020-04-14,56.89
2020-04-15,57.87
2020-04-16,57.87
2020-04-17,52.66
2020-04-18,48.74
2020-04-19,46.15
2020-04-20,43.3
2020-04-21,40
2020-04-22,37.9
2020-04-23,36.09
2020-04-24,35.01
2020-04-25,32.56
2020-04-26,31.99
2020-04-27,30.9
2020-04-28,26.85
2020-04-29,26.67
2020-04-30,25.25
2020-05-01,24.61
2020-05-02,23.59
2020-05-03,23.51
2020-05-04,23.78
2020-05-05,21.85
2020-05-06,20.33
2020-05-07,20.24
2020-05-08,20.25
2020-05-09,20.68
2020-05-10,5
2020-05-11,4.95
2020-05-12,5.04
2020-05-13,4.02
2020-05-14,4.05
2020-05-15,4.1
2020-05-16,4.19
2020-05-17,4.24
2020-05-18,4.33
2020-05-19,4.34
2020-05-20,4.43
2020-05-21,4.45
2020-05-22,4.49
2020-05-23,4.55
2020-05-24,4.65
2020-05-25,4.7
2020-05-26,4.68
2020-05-27,4.09
2020-05-28,4.16
2020-05-29,4.14
2020-05-30,3.39
2020-05-31,3.41
2020-06-01,3.49
2020-06-02,3.57
2020-06-03,3.61
2020-06-04,3.64
2020-06-05,3.67
2020-06-06,3.67
2020-06-07,3.7
2020-06-08,3.69
2020-06-09,3.68
2020-06-10,3.63
2020-06-11,3.67
2020-06-12,2.97
2020-06-13,3.02
2020-06-14,3.08
2020-06-15,3.15
2020-06-16,3.21
2020-06-17,3.3
2020-06-18,3.33
2020-06-19,3.27
2020-06-20,3.32
2020-06-21,3.37
