Date,Novel Coronavirus Daily Deaths
2020-02-15,
2020-02-16,
2020-02-17,
2020-02-18,
2020-02-19,
2020-02-20,
2020-02-21,
2020-02-22,
2020-02-23,
2020-02-24,
2020-02-25,
2020-02-26,
2020-02-27,
2020-02-28,
2020-02-29,0.0
2020-03-01,0.0
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,0.0
2020-03-07,0.0
2020-03-08,0.0
2020-03-09,0.0
2020-03-10,0.0
2020-03-11,0.0
2020-03-12,0.0
2020-03-13,0.0
2020-03-14,0.0
2020-03-15,0.0
2020-03-16,0.0
2020-03-17,0.0
2020-03-18,0.0
2020-03-19,1.0
2020-03-20,0.0
2020-03-21,1.0
2020-03-22,0.0
2020-03-23,1.0
2020-03-24,1.0
2020-03-25,1.0
2020-03-26,1.0
2020-03-27,2.0
2020-03-28,4.0
2020-03-29,4.0
2020-03-30,4.0
2020-03-31,8.0
2020-04-01,1.0
2020-04-02,8.0
2020-04-03,13.0
2020-04-04,10.0
2020-04-05,19.0
2020-04-06,15.0
2020-04-07,31.0
2020-04-08,16.0
2020-04-09,33.0
2020-04-10,20.0
2020-04-11,39.0
2020-04-12,40.0
2020-04-13,23.0
2020-04-14,36.0
2020-04-15,74.0
2020-04-16,43.0
2020-04-17,37.0
2020-04-18,60.0
2020-04-19,104.0
2020-04-20,36.0
2020-04-21,26.0
2020-04-22,145.0
2020-04-23,113.0
2020-04-24,99.0
2020-04-25,152.0
2020-04-26,84.0
2020-04-27,46.0
2020-04-28,83.0
2020-04-29,135.0
2020-04-30,163.0
2020-05-01,127.0
2020-05-02,113.0
2020-05-03,89.0
2020-05-04,93.0
2020-05-05,117.0
2020-05-06,236.0
2020-05-07,197.0
2020-05-08,257.0
2020-05-09,199.0
