Date,Total Coronavirus Currently Infected
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,1
2020-03-10,6
2020-03-11,11
2020-03-12,25
2020-03-13,37
2020-03-14,40
2020-03-15,50
2020-03-16,54
2020-03-17,56
2020-03-18,68
2020-03-19,73
2020-03-20,77
2020-03-21,82
2020-03-22,86
2020-03-23,89
2020-03-24,102
2020-03-25,107
2020-03-26,109
2020-03-27,104
2020-03-28,94
2020-03-29,91
2020-03-30,88
2020-03-31,83
2020-04-01,78
2020-04-02,76
2020-04-03,68
2020-04-04,68
2020-04-05,61
2020-04-06,52
2020-04-07,49
2020-04-08,43
2020-04-09,42
2020-04-10,36
2020-04-11,31
2020-04-12,29
2020-04-13,28
2020-04-14,28
2020-04-15,27
2020-04-16,27
2020-04-17,23
2020-04-18,23
2020-04-19,22
2020-04-20,21
2020-04-21,21
2020-04-22,20
2020-04-23,18
2020-04-24,17
2020-04-25,16
2020-04-26,14
