Date,Percent (%)
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,nan
2020-03-01,nan
2020-03-02,nan
2020-03-03,nan
2020-03-04,nan
2020-03-05,nan
2020-03-06,nan
2020-03-07,nan
2020-03-08,nan
2020-03-09,nan
2020-03-10,nan
2020-03-11,nan
2020-03-12,nan
2020-03-13,100
2020-03-14,100
2020-03-15,100
2020-03-16,100
2020-03-17,100
2020-03-18,100
2020-03-19,40
2020-03-20,45.45
2020-03-21,57.14
2020-03-22,57.14
2020-03-23,57.14
2020-03-24,57.14
2020-03-25,57.14
2020-03-26,60
2020-03-27,27.27
2020-03-28,31.03
2020-03-29,34.43
2020-03-30,35.48
2020-03-31,22.33
2020-04-01,26.61
2020-04-02,27.27
2020-04-03,5.84
2020-04-04,5.84
2020-04-05,6.72
2020-04-06,7.58
2020-04-07,8.09
2020-04-08,8.42
2020-04-09,9.42
2020-04-10,9.75
2020-04-11,11.03
2020-04-12,11.66
2020-04-13,12.13
2020-04-14,11.82
2020-04-15,11.6
2020-04-16,11.11
2020-04-17,11.06
2020-04-18,10.7
2020-04-19,10.43
2020-04-20,10.53
2020-04-21,10.43
2020-04-22,10.11
2020-04-23,10.23
2020-04-24,2.75
2020-04-25,2.68
2020-04-26,2.76
2020-04-27,2.74
2020-04-28,2.77
2020-04-29,2.76
2020-04-30,2.72
2020-05-01,2.78
2020-05-02,2.7
2020-05-03,2.76
2020-05-04,2.74
2020-05-05,2.74
2020-05-06,2.76
2020-05-07,2.77
2020-05-08,2.76
2020-05-09,2.77
2020-05-10,2.74
2020-05-11,2.73
2020-05-12,2.75
2020-05-13,2.76
