Date,Total Coronavirus Deaths
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,0
2020-03-15,0
2020-03-16,0
2020-03-17,0
2020-03-18,0
2020-03-19,0
2020-03-20,1
2020-03-21,1
2020-03-22,2
2020-03-23,3
2020-03-24,3
2020-03-25,4
2020-03-26,7
2020-03-27,8
2020-03-28,10
2020-03-29,13
2020-03-30,16
2020-03-31,23
2020-04-01,28
2020-04-02,31
2020-04-03,39
2020-04-04,44
2020-04-05,51
2020-04-06,58
2020-04-07,61
2020-04-08,65
2020-04-09,66
2020-04-10,71
2020-04-11,74
2020-04-12,80
2020-04-13,85
2020-04-14,94
2020-04-15,99
2020-04-16,103
2020-04-17,110
2020-04-18,117
2020-04-19,122
2020-04-20,125
2020-04-21,130
2020-04-22,134
2020-04-23,139
2020-04-24,144
2020-04-25,151
2020-04-26,156
2020-04-27,162
2020-04-28,168
2020-04-29,173
2020-04-30,179
2020-05-01,185
2020-05-02,189
2020-05-03,193
2020-05-04,197
2020-05-05,200
2020-05-06,203
2020-05-07,206
2020-05-08,209
2020-05-09,213
2020-05-10,215
2020-05-11,218
2020-05-12,220
2020-05-13,222
2020-05-14,224
2020-05-15,225
2020-05-16,228
2020-05-17,230
2020-05-18,231
2020-05-19,234
2020-05-20,235
2020-05-21,237
2020-05-22,237
2020-05-23,238
2020-05-24,238
2020-05-25,239
2020-05-26,239
2020-05-27,240
2020-05-28,241
2020-05-29,242
2020-05-30,242
2020-05-31,243
2020-06-01,244
2020-06-02,245
2020-06-03,245
2020-06-04,246
2020-06-05,247
2020-06-06,248
2020-06-07,249
2020-06-08,250
2020-06-09,250
2020-06-10,251
2020-06-11,252
2020-06-12,252
2020-06-13,253
2020-06-14,254
2020-06-15,255
2020-06-16,256
2020-06-17,257
2020-06-18,258
2020-06-19,259
2020-06-20,260
2020-06-21,261
2020-06-22,262
2020-06-23,263
2020-06-24,263
2020-06-25,264
2020-06-26,265
2020-06-27,267
