Date,Total Coronavirus Deaths
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,2
2020-03-05,3
2020-03-06,4
2020-03-07,4
2020-03-08,6
2020-03-09,7
2020-03-10,7
2020-03-11,7
2020-03-12,8
2020-03-13,9
2020-03-14,10
2020-03-15,10
2020-03-16,10
2020-03-17,11
2020-03-18,12
2020-03-19,13
2020-03-20,17
2020-03-21,17
2020-03-22,20
2020-03-23,23
2020-03-24,27
2020-03-25,29
2020-03-26,36
2020-03-27,40
2020-03-28,42
2020-03-29,42
2020-03-30,46
2020-03-31,50
2020-04-01,52
2020-04-02,54
2020-04-03,54
2020-04-04,56
2020-04-05,61
2020-04-06,64
2020-04-07,65
2020-04-08,69
2020-04-09,69
2020-04-10,70
2020-04-11,72
2020-04-12,76
2020-04-13,78
2020-04-14,78
2020-04-15,79
2020-04-16,80
2020-04-17,81
2020-04-18,82
2020-04-19,82
2020-04-20,82
2020-04-21,83
2020-04-22,83
2020-04-23,83
2020-04-24,86
2020-04-25,86
2020-04-26,87
2020-04-27,88
2020-04-28,90
2020-04-29,92
2020-04-30,93
2020-05-01,94
2020-05-02,95
2020-05-03,97
2020-05-04,98
2020-05-05,102
2020-05-06,102
2020-05-07,102
2020-05-08,104
2020-05-09,107
2020-05-10,109
2020-05-11,110
2020-05-12,112
2020-05-13,115
