Date,Percent (%)
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,nan
2020-02-20,nan
2020-02-21,nan
2020-02-22,nan
2020-02-23,nan
2020-02-24,nan
2020-02-25,nan
2020-02-26,nan
2020-02-27,nan
2020-02-28,nan
2020-02-29,nan
2020-03-01,nan
2020-03-02,nan
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,50
2020-03-12,50
2020-03-13,50
2020-03-14,66.67
2020-03-15,75
2020-03-16,87.5
2020-03-17,88.89
2020-03-18,40
2020-03-19,40.74
2020-03-20,50
2020-03-21,55.56
2020-03-22,56.76
2020-03-23,62.79
2020-03-24,71.43
2020-03-25,79.49
2020-03-26,82.8
2020-03-27,86.78
2020-03-28,86.78
2020-03-29,87.3
2020-03-30,90.12
2020-03-31,91.84
2020-04-01,69.88
2020-04-02,74.94
2020-04-03,63.59
2020-04-04,64.53
2020-04-05,66.17
2020-04-06,69.94
2020-04-07,74.25
2020-04-08,77.02
2020-04-09,79.46
2020-04-10,69.54
2020-04-11,69.95
2020-04-12,70.23
2020-04-13,70.69
2020-04-14,73.06
2020-04-15,75.95
2020-04-16,70.79
2020-04-17,71.79
2020-04-18,73.31
2020-04-19,73.68
2020-04-20,74.18
2020-04-21,76.24
2020-04-22,77.89
2020-04-23,78.61
2020-04-24,79.64
2020-04-25,68.56
2020-04-26,68.58
2020-04-27,69.35
2020-04-28,70.09
2020-04-29,71.01
2020-04-30,72.01
2020-05-01,72.53
2020-05-02,72.65
2020-05-03,72.72
2020-05-04,40.46
2020-05-05,41.2
2020-05-06,41.92
2020-05-07,37.95
2020-05-08,38.98
2020-05-09,39.31
