Date,Novel Coronavirus Daily Deaths
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,0
2020-03-15,0
2020-03-16,0
2020-03-17,0
2020-03-18,0
2020-03-19,1
2020-03-20,0
2020-03-21,0
2020-03-22,2
2020-03-23,0
2020-03-24,1
2020-03-25,1
2020-03-26,0
2020-03-27,2
2020-03-28,1
2020-03-29,0
2020-03-30,1
2020-03-31,1
2020-04-01,2
2020-04-02,2
2020-04-03,4
2020-04-04,0
2020-04-05,4
2020-04-06,0
2020-04-07,1
2020-04-08,1
2020-04-09,1
2020-04-10,0
2020-04-11,3
2020-04-12,3
2020-04-13,3
2020-04-14,0
2020-04-15,1
2020-04-16,2
2020-04-17,0
2020-04-18,0
2020-04-19,1
2020-04-20,0
2020-04-21,0
2020-04-22,0
2020-04-23,0
2020-04-24,0
2020-04-25,0
2020-04-26,0
