Date,Total Coronavirus Currently Infected
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,1
2020-03-14,3
2020-03-15,5
2020-03-16,6
2020-03-17,18
2020-03-18,33
2020-03-19,33
2020-03-20,50
2020-03-21,55
2020-03-22,57
2020-03-23,61
2020-03-24,72
2020-03-25,72
2020-03-26,72
2020-03-27,72
2020-03-28,83
2020-03-29,85
2020-03-30,85
2020-03-31,88
2020-04-01,95
2020-04-02,98
2020-04-03,99
2020-04-04,103
2020-04-05,97
2020-04-06,101
2020-04-07,101
2020-04-08,90
2020-04-09,68
2020-04-10,68
2020-04-11,68
2020-04-12,68
2020-04-13,70
2020-04-14,70
2020-04-15,70
2020-04-16,70
2020-04-17,70
2020-04-18,67
2020-04-19,67
2020-04-20,67
2020-04-21,63
2020-04-22,60
2020-04-23,60
2020-04-24,55
2020-04-25,55
2020-04-26,55
2020-04-27,55
2020-04-28,55
2020-04-29,55
2020-04-30,44
2020-05-01,45
2020-05-02,45
2020-05-03,45
2020-05-04,42
2020-05-05,42
2020-05-06,35
2020-05-07,36
2020-05-08,37
2020-05-09,37
2020-05-10,37
2020-05-11,37
2020-05-12,33
2020-05-13,33
