Date,Total Coronavirus Currently Infected
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,1
2020-03-15,5
2020-03-16,7
2020-03-17,7
2020-03-18,11
2020-03-19,11
2020-03-20,17
2020-03-21,17
2020-03-22,19
2020-03-23,36
2020-03-24,40
2020-03-25,41
2020-03-26,50
2020-03-27,54
2020-03-28,60
2020-03-29,70
2020-03-30,70
2020-03-31,75
2020-04-01,82
2020-04-02,84
2020-04-03,89
2020-04-04,102
2020-04-05,100
2020-04-06,101
2020-04-07,98
2020-04-08,103
2020-04-09,106
2020-04-10,111
2020-04-11,102
2020-04-12,101
2020-04-13,85
2020-04-14,85
2020-04-15,82
2020-04-16,78
2020-04-17,78
2020-04-18,75
2020-04-19,71
2020-04-20,71
2020-04-21,66
2020-04-22,69
2020-04-23,67
2020-04-24,89
2020-04-25,95
2020-04-26,99
