Date,New Daily Coronavirus Cases+Cured
2020-02-15,0
2020-02-16,0
2020-02-17,1
2020-02-18,2
2020-02-19,0
2020-02-20,0
2020-02-21,2
2020-02-22,1
2020-02-23,1
2020-02-24,-6
2020-02-25,7
2020-02-26,0
2020-02-27,6
2020-02-28,0
2020-02-29,0
2020-03-01,2
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,1
2020-03-06,0
2020-03-07,0
2020-03-08,2
2020-03-09,0
2020-03-10,0
2020-03-11,1
2020-03-12,1
2020-03-13,0
2020-03-14,0
2020-03-15,0
2020-03-16,0
2020-03-17,6
2020-03-18,1
2020-03-19,0
2020-03-20,0
2020-03-21,2
2020-03-22,0
2020-03-23,8
2020-03-24,0
2020-03-25,18
2020-03-26,18
2020-03-27,9
2020-03-28,0
2020-03-29,132
2020-03-30,0
2020-03-31,113
2020-04-01,163
2020-04-02,0
2020-04-03,107
2020-04-04,62
2020-04-05,119
2020-04-06,0
2020-04-07,95
2020-04-08,0
2020-04-09,52
2020-04-10,73
2020-04-11,122
2020-04-12,83
2020-04-13,70
2020-04-14,117
2020-04-15,92
2020-04-16,96
2020-04-17,96
2020-04-18,98
2020-04-19,141
2020-04-20,71
2020-04-21,109
2020-04-22,244
2020-04-23,78
2020-04-24,60
2020-04-25,57
2020-04-26,47
