Date,Total Coronavirus Deaths
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,0
2020-03-15,0
2020-03-16,0
2020-03-17,0
2020-03-18,0
2020-03-19,0
2020-03-20,0
2020-03-21,0
2020-03-22,0
2020-03-23,0
2020-03-24,0
2020-03-25,0
2020-03-26,1
2020-03-27,1
2020-03-28,1
2020-03-29,3
2020-03-30,7
2020-03-31,7
2020-04-01,10
2020-04-02,14
2020-04-03,15
2020-04-04,15
2020-04-05,22
2020-04-06,22
2020-04-07,22
2020-04-08,22
2020-04-09,23
2020-04-10,23
2020-04-11,24
2020-04-12,25
2020-04-13,25
2020-04-14,26
2020-04-15,31
2020-04-16,35
2020-04-17,41
2020-04-18,46
2020-04-19,46
2020-04-20,46
2020-04-21,46
2020-04-22,46
2020-04-23,47
2020-04-24,47
2020-04-25,55
2020-04-26,59
2020-04-27,61
2020-04-28,64
2020-04-29,66
2020-04-30,71
2020-05-01,75
2020-05-02,75
2020-05-03,76
2020-05-04,82
2020-05-05,83
2020-05-06,93
2020-05-07,99
2020-05-08,105
2020-05-09,107
