Date,Total Coronavirus Deaths
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,1
2020-03-11,1
2020-03-12,1
2020-03-13,1
2020-03-14,1
2020-03-15,1
2020-03-16,1
2020-03-17,2
2020-03-18,2
2020-03-19,2
2020-03-20,3
2020-03-21,3
2020-03-22,4
2020-03-23,4
2020-03-24,5
2020-03-25,6
2020-03-26,11
2020-03-27,23
2020-03-28,25
2020-03-29,26
2020-03-30,33
2020-03-31,36
2020-04-01,39
2020-04-02,44
2020-04-03,48
2020-04-04,59
2020-04-05,70
2020-04-06,80
2020-04-07,90
2020-04-08,93
2020-04-09,97
2020-04-10,107
2020-04-11,111
2020-04-12,118
2020-04-13,126
2020-04-14,126
2020-04-15,127
2020-04-16,130
2020-04-17,135
2020-04-18,137
2020-04-19,141
2020-04-20,143
2020-04-21,145
2020-04-22,149
2020-04-23,155
2020-04-24,158
2020-04-25,159
2020-04-26,161
