Date,Total Coronavirus Currently Infected
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,0
2020-03-15,0
2020-03-16,0
2020-03-17,0
2020-03-18,0
2020-03-19,0
2020-03-20,3
2020-03-21,3
2020-03-22,3
2020-03-23,12
2020-03-24,17
2020-03-25,19
2020-03-26,23
2020-03-27,26
2020-03-28,26
2020-03-29,39
2020-03-30,43
2020-03-31,57
2020-04-01,57
2020-04-02,59
2020-04-03,70
2020-04-04,70
2020-04-05,70
2020-04-06,80
2020-04-07,81
2020-04-08,82
2020-04-09,82
2020-04-10,82
2020-04-11,91
2020-04-12,86
2020-04-13,85
2020-04-14,85
2020-04-15,81
2020-04-16,78
2020-04-17,84
2020-04-18,85
2020-04-19,82
2020-04-20,80
2020-04-21,77
2020-04-22,69
2020-04-23,63
2020-04-24,61
2020-04-25,61
2020-04-26,53
2020-04-27,53
2020-04-28,46
2020-04-29,38
2020-04-30,36
2020-05-01,38
2020-05-02,38
2020-05-03,51
2020-05-04,50
2020-05-05,50
2020-05-06,57
2020-05-07,85
2020-05-08,85
2020-05-09,85
2020-05-10,85
2020-05-11,85
2020-05-12,85
2020-05-13,105
2020-05-14,122
2020-05-15,126
2020-05-16,169
2020-05-17,189
2020-05-18,202
2020-05-19,205
2020-05-20,238
2020-05-21,272
2020-05-22,311
2020-05-23,348
2020-05-24,383
2020-05-25,393
2020-05-26,437
2020-05-27,459
2020-05-28,500
2020-05-29,529
2020-05-30,587
2020-05-31,597
2020-06-01,646
2020-06-02,654
2020-06-03,707
2020-06-04,750
2020-06-05,767
2020-06-06,806
2020-06-07,810
2020-06-08,831
2020-06-09,855
2020-06-10,856
2020-06-11,881
2020-06-12,876
2020-06-13,880
2020-06-14,895
2020-06-15,896
2020-06-16,888
2020-06-17,916
2020-06-18,927
2020-06-19,932
2020-06-20,872
2020-06-21,927
