Date,Novel Coronavirus Daily Deaths
2020-02-15,
2020-02-16,
2020-02-17,
2020-02-18,
2020-02-19,
2020-02-20,0.0
2020-02-21,0.0
2020-02-22,0.0
2020-02-23,0.0
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,0.0
2020-02-29,0.0
2020-03-01,0.0
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,0.0
2020-03-07,0.0
2020-03-08,0.0
2020-03-09,0.0
2020-03-10,0.0
2020-03-11,0.0
2020-03-12,0.0
2020-03-13,0.0
2020-03-14,0.0
2020-03-15,0.0
2020-03-16,0.0
2020-03-17,0.0
2020-03-18,0.0
2020-03-19,1.0
2020-03-20,0.0
2020-03-21,0.0
2020-03-22,0.0
2020-03-23,0.0
2020-03-24,0.0
2020-03-25,2.0
2020-03-26,0.0
2020-03-27,1.0
2020-03-28,0.0
2020-03-29,4.0
2020-03-30,1.0
2020-03-31,8.0
2020-04-01,7.0
2020-04-02,6.0
2020-04-03,4.0
2020-04-04,9.0
2020-04-05,2.0
2020-04-06,2.0
2020-04-07,11.0
2020-04-08,5.0
2020-04-09,13.0
2020-04-10,18.0
2020-04-11,12.0
2020-04-12,24.0
2020-04-13,18.0
2020-04-14,22.0
2020-04-15,28.0
2020-04-16,34.0
2020-04-17,41.0
2020-04-18,40.0
2020-04-19,48.0
2020-04-20,44.0
2020-04-21,51.0
2020-04-22,57.0
2020-04-23,42.0
2020-04-24,60.0
2020-04-25,66.0
2020-04-26,66.0
2020-04-27,47.0
2020-04-28,73.0
2020-04-29,105.0
2020-04-30,101.0
2020-05-01,96.0
2020-05-02,53.0
2020-05-03,58.0
2020-05-04,76.0
2020-05-05,95.0
2020-05-06,86.0
2020-05-07,88.0
2020-05-08,98.0
2020-05-09,104.0
2020-05-10,88.0
2020-05-11,94.0
2020-05-12,107.0
2020-05-13,96.0
2020-05-14,93.0
2020-05-15,113.0
2020-05-16,119.0
2020-05-17,94.0
2020-05-18,91.0
2020-05-19,115.0
2020-05-20,135.0
2020-05-21,127.0
2020-05-22,150.0
